Unnamed: 0,reviews
232,"
Good quality
"
233,"
Best performance
"
234,"
Ok
"
235,"
Camera
"
236,"
Better
"
237,"
Front Camera quality is very worst. Rear camera is avarage
"
238,"
Good
"
239,"
Nice look
"
240,"
SUPERB WORKING
"
241,"
Nice product, value for money.
"
242,"
Osm
"
243,"
Battery is good but camera quality is not good
"
244,"
Camera is not good it's taking below avarage quality photos
"
245,"
Camera quality ok but not very good
"
246,"
Super Amoled display and dual speakers work very well. Volte+ support.  If you get less than 13000 Rs then value for money.
"
247,"
Good
"
248,"
Features best at this cost
"
249,"
Excellent
"
250,"
Sometimes app doesn't work properly
"
251,"
Best one 👍 just go for it without any hesitation good phone at this price
"
252,"
I liked the product because it is a budget smarphone with almost all features of high grade smartphones it has long battery life with better camera
"
253,"
Best phone under 15k
"
254,"
This is happening to him in daily routine.  Money is worth mobile.  It's very good.
"
255,"
Good phone charging is very fasteralso battery backup is very good
"
256,"
Camera is wam issu bild quality goodDisplay very good
"
257,"
Battery - 5/5Charging speed 4.5/5Camera- 3.9/5Performance - 4.5/5Fingerprint - 5/5
"
258,"
Good phone and all I bought it 13,999 value able price all performance good
"
259,"
Average mobileCamera is OK okProcessor is goodBut there is so much lag in this model
"
260,"
Perfect 💯 mobile
"
261,"
Good product
"
262,"
I have played Apes legends, Call of duty, Alphabet 9, free fire max in the highest setting of this phone without any lag Or issue. Till 1 hour playing game this phone is start heating but it cools down at the same speed. This phone has built in alexa. By mistake my phone fallen from 2nd floor to the swimming pool but i was working this empress me very much. With 1 day full backup when it is charged 70% with playing games for 1.5 hours. Speaker is also loud with Dolby Atoms.This supports hdr10 video also. I am writing this review after using 6 months
"
263,
264,"
Not bad
"
265,"
It's a good phone which has all nice features and has good camera
"
266,
267,"
Good
"
268,"
Good
"
269,"
All is ok nice mobile camera and sound clarity is well
"
270,"
Good
"
271,"
गेमिंग
"
272,"
excellent product
"
273,"
Supar
"
274,"
Good
"
275,"
The phone is really good and great value for money, easy to use and quite legible. Performance is not really a ask for me as it is an gift to my mom. She does a lot of binge watching of soaps and TV Shows, the screen looks big and phone looks very premium. Good build quality and the finger print sensor works well. The only issue is the speakers, they could have been louder. Considering my mom watches lot of video on this, the audio is not so great and i need to have add on software to blare the music, I am sure that is not good for the speaker. Eventually had to buy a good quality headphone. Cameras are decent but need a little experienced hand to get good pics, not something that my mom can use to take good quality pics.
"
276,"
Good
"
277,"
Front camera की क्वालिटी एकदम बेकार है
"
278,"
I used this phone for a week and had to return it.Pros:Great displayDecent speakersFingerprint sensor works just fine.Fast charger is awesomeCons:Poor battery performanceBloatware (unnecessary pre-installed apps)Poor camera qualityPoor Battry life.I would NOT recommend this phone to anyone because it woldnt serve any purpose.That said, I'd any of the pros works for you, you can but it.
"
279,"
I like it because this mobile is fast and clean
"
280,"
Hi This product have any warranty.i has purchased redmi note 10s on April 12. Unfortunately Mobile fall down now the display is not working.... Ple help me....
"
281,"
Processor is awesome
"
282,"
FINGERPRINT IS ABSOLUTELY AWSOME...BUT CAMERA IS QUITE DECENT...SIMPLY MONSTROUS CELLPHONE...
"
283,"
ok
"
284,"
It is overall satisfactory.Value for Money.
"
285,"
Review after 4 months of using this phone -1. Finger print sensor doesn't work around 3-4 out of 10 times.2. Battery discharges within 5 hours of normal usage3. While playing WhatsApp audio, screen suddenly goes black, audio volume becomes negligible and phone gets rendered virtually useless for around 1-2 mins4. Can't record phone call without consent from other person (which violates the law)5. Both selfie and rear camera produce a despicable quality of images compared to Redmi Note 8 (which was legendary)6. Phone gets hung badly when using Google Chrome App (not sure if it's fault of app or phone)Advantage -1. AMOLED display (because everyone says so, although I really can't discern between AMOLED display of this phone and LCD display of Redmi Note 8)2. For the most part, touchscreen is really good (8/10 - because often I have experienced, to my utter dismay that it was not responding to light touches in certain parts of the screen whereas it should have)3. Even after considering all the aforementioned disadvantages - this phone is a blessing for low income people and one should definitely purchase it if one's budget is within 12k.
"
286,"
I'v buy this phone but till now its working very smoothly ..but i want to say this phone camera is not good..its not a camera phone if u want good quality camera then this phone is not for u ..i have realme x3 also have 64 megapixel camera with led display but it is 1000% better than redmi 10s....so movie and music lover can go for redmi 10s...
"
287,"
Good value for the money
"
288,"
My mobile is new redmi note 10 s it by new 1 month before  its broken.this mobile patches EMI option. Any stop option  EMI
"
289,"
Product is best
"
290,"
Camera could be improve
"
291,"




                    The media could not be loaded.
                



 Nice
"
292,"
Charging time is decent. Charging every other day is enough with internet on all day.
"
293,"
I like this phone but camera quality is ok ok
"
294,"
Quality is good
"
295,"
Pros-Sleek designLight weightDisplayBrightness is goodSound quality is niceCons-Camera is not so goodSoftware is little bit laggyHeating issue
"
296,"
Like
"
297,"
Bahut achcha mobile hai
"
298,
299,"
This mobile is amazing but sometimes it's temperature rises. But Battery life is good and charging 🔋⚡ speed is very Good. In 30/45 min it charged full. So if you want to buy a Phone like this So this is a Good choice but only problem is Heating very much if you call About 30 min then also it heats too much. I don't know why but heating problem I am facing and fingerprint and camera is Real. Storage is good in this Budget.
"
300,"
Good
"
301,"
Good
"
302,"
Awesome mobile
"
303,"
Iam happy
"
304,"
Value for money but camera is not up to the mark.
"
305,"
Purchase it few days before and its looks good till now.
"
306,"
Koi mat lena bhai bahut jayda garm hot ho jaata hai phir phone me aone aap overheating problems aata hai or bhi bahut kuchh or ye phone ekdam bakwaas me leke pachhta rha hu ab dimag kharab hogya hai xiaomi ke sabhi phone bekar hote hbattery drain jaldi hoti hai or heating jayda hoti hai esse achhha hai realme ka koi sa bhi phone lelo bhai dimaag kharab hogya hai mera to yaar return wala date closed ho gya nhi nhi me return kar deta yaar😱
"
307,
308,"
Bakwaas
"
309,"
Bgmi after 45min some frame drops
"
310,"
Nice
"
311,"




                    The media could not be loaded.
                


"
312,
313,"
Overall good enough. But camera quality is not good 😉. Otherwise performance is ok .
"
314,"
Good quality of camera
"
315,"
There is heating issue
"
316,"
Much better
"
317,"
Yesterday i received it and camera is really good according to its price. Deep blue sea color is best for me. I am not a gamer so the performance for me is fine. Display is good. I hate miui but this time hardware and software worthy of it.I got it this device under 12000. You should buy this phone. Trust me there is no phone which camera is better in this price even 15000rs phones are feel cheap in quality. Even i also have OnePlus nord ce, ce 2 and lite but trust me. There is nothing special anymore about OnePlus.
"
